objectid,equipamien,x,y,identifica,idclase,usuario,estado,codvia,numportal,idsubclase,telefono,globalid,created_user,created_date,last_edited_user,last_edited_date
21779,ESTANCO C. SAGUNTO,725778.17526178,4373749.84861678,008269,46,Test Admin,3,0,34,49,963471530,{06AFC546-2DF3-4EB7-90C3-6C4CE24A9BB8},ADM_GIS,20220908104230,appinfociudad,20220927113708
21780,ASOCIACIÓN SOCIO-CULTURAL DEL PUEBLO BUBI EN LA COMUNIDAD VALENCIANA,,,001427,61,Test Admin,3,81257,15,,919359840,{8C82F9D1-BBD5-409E-8250-2CF1ADD75888},appinfociudad,20220923070453,appinfociudad,20220923070524
21781,ESTANCO C. SAGUNTO,725777.09513389,4374494.56628914,008270,46,Test Admin,3,0,187,49,963650896,{50DBD530-9630-4B27-9D74-EA9963B654F0},ADM_GIS,20220908104230,appinfociudad,20220927113931
21782,MUSEO DE LA CIUDAD,725992.43,4373104.6,005849,10,Desarrollo Admin,3,7110,3,No tiene,962084126,{92D0A5C6-0DF4-43C3-8B07-7956CE952F7A},ADM_GIS,20220908104230,appinfociudad,20230102110248
21783,ESTANCO C. SANTA AMALIA,725918.29693002,4373433.33556289,008271,46,Test Admin,3,0,2,49,963623289,{D345B893-D311-4ECD-B3FF-B4835F0EED18},ADM_GIS,20220908104230,appinfociudad,20220927114134
21784,ESTANCO C. VISITACION,725581.4571688,4373671.37158377,008272,46,Test Admin,3,0,2,49,963267933,{04BDB6B8-0D2C-408F-8794-7962D44E9E4C},ADM_GIS,20220908104230,appinfociudad,20220927114553
21785,ESTANCO C. VISITACION,725599.2742649,4373837.23674598,008644,46,Test Admin,3,0,22,49,963369727,{8513493F-6759-4364-89E9-3B6A342B1409},ADM_GIS,20220908104230,appinfociudad,20220927115416
21786,BIBLIOTECA MUSICAL COMPOSITORES VALENCIANOS,723495.26501488,4371630.080821,001296,1,Test Admin,3,81319,1,,963525478,{D7E2A24F-60BD-4532-8274-524ED3B3CD58},ADM_GIS,20220908104230,appinfociudad,20220923080359
21787,QUIOSCO AV. AUTOPISTA DEL SALER,727313.10354279,4370914.66052159,008549,46,Test Admin,3,0,6,49,,{D5279871-BB30-44DD-879E-1B501F3FE678},ADM_GIS,20220908104230,appinfociudad,20220921102637
21788,QUIOSCO C. CARTAGENA,724144.88316922,4372225.08247813,008214,46,Test Admin,3,0,11,49,,{DFABF842-1B7D-41BA-9ED6-E4439E35F904},ADM_GIS,20220908104230,appinfociudad,20220921102809
21789,QUIOSCO AV. BURJASOT,724896.32001207,4373841.50375044,008215,46,Test Admin,3,0,31,49,,{C2DE1D97-8469-49DC-B30E-0E4350A06565},ADM_GIS,20220908104230,appinfociudad,20220921102929
21790,QUIOSCO AV. REGNE DE VALENCIA,726261.75327772,4371572.69778739,008314,46,Test Admin,3,0,36,49,,{27A296A0-27BB-441D-98BA-352C0FC64D9B},ADM_GIS,20220908104230,appinfociudad,20221017071538
21791,QUIOSCO AV. REGNE DE VALENCIA,726680.76718641,4371469.64873455,008315,46,Test Admin,3,0,70,49,963340666,{D6AEB294-C119-423C-837F-80E047CC123D},ADM_GIS,20220908104230,appinfociudad,20221017071925
21792,ESTANCO AV. REGNE DE VALENCIA,726664.58918222,4371472.6998193,008610,46,Test Admin,3,0,68,49,963340666,{2AA87760-F37A-4E52-AB39-1C9546D3DA27},ADM_GIS,20220908104230,appinfociudad,20221017072146
21793,ESTANCO AV. REGNE DE VALENCIA,726085.43359431,4371653.43845678,008611,46,Test Admin,3,0,11,49,963737224,{4CEAF71C-FB91-4554-B14B-B2D13F6D90F1},ADM_GIS,20220908104230,appinfociudad,20221017072439
21794,ESTANCO AV. REGNE DE VALENCIA,726483.05341678,4371554.40658164,008612,46,Test Admin,3,0,45,49,963336965,{6B453D82-67A0-4B37-AD22-88D4F83CFA20},ADM_GIS,20220908104230,appinfociudad,20221017073012
21795,QUIOSCO AV. REGNE DE VALENCIA,726065.06538668,4371623.60269936,008689,46,Test Admin,3,0,14,49,,{8304BFA9-C98F-4CFE-BB0B-D6E57919626A},ADM_GIS,20220908104230,appinfociudad,20221017073853
21796,QUIOSCO G.V. MARQUES DEL TURIA,726264.7857867,4371823.55575889,008316,46,Test Admin,3,0,34,49,,{B9CC9FC3-619A-45F7-B083-77853B060A65},ADM_GIS,20220908104230,appinfociudad,20221017074332
21797,QUIOSCO G.V. MARQUES DEL TURIA,726409.51779239,4371980.07836957,008317,46,Test Admin,3,0,55,49,,{9B95B788-3FA4-4F02-9DF5-0FD4F20EC92A},ADM_GIS,20220908104230,appinfociudad,20221017074901
21798,QUIOSCO C. MATIAS PERELLO,726586.56260924,4371387.11959223,008319,46,Test Admin,3,0,45,49,,{1F6448F7-1DBD-4CEF-A2C8-31C002A009A6},ADM_GIS,20220908104230,appinfociudad,20221017075349
21799,QUIOSCO C. MATIAS PERELLO,726382.3864447,4371236.7024049,008320,46,Test Admin,3,0,10,49,,{8624C2A0-41A7-4A9E-A1F5-077EA8588BA4},ADM_GIS,20220908104230,appinfociudad,20221017080143
21801,ASOCIACIÓN VALENCIANA VIVIR COMO ANTES,724806.109,4372414.701,001522,3,Test Admin,3,30000,33,No tiene,963130367,{FBD79FA5-5328-414A-846E-11E06921404E},ADM_GIS,20220908104230,ADM_GIS,20230108130401
21802,MUJERES INDEPENDIENTES Y CONSUMIDORAS DEL PALMAR,,,003458,3,Test Admin,3,17700,15,,961620165,{B2B15066-7801-437D-AEDA-EA7D909728B1},ADM_GIS,20220908104230,ADM_GIS,20230109075241
22734,ESCOLA FORMACIÓ D'ANIMADORS JUVENILS DON BOSCO-FEDERACIÓ DE CENTRES JUVENILS,,,002696,,Test Admin,3,66330,192,,963665054,{E85B7D04-7E77-49E8-8187-29C08817A300},ADM_GIS,20220908104230,ADM_GIS,20220908104230
21803,ESPAI CAPACITA,,,010173 ,3,Test Admin,3,81340,9,,96,{365944F2-F3CB-4024-92A6-37B732A6C9EA},ADM_GIS,20220908104230,ADM_GIS,20230109075241
21804,ESPAI CAPACITA,,,010173 ,3,Test Admin,3,81340,9,,96,{F4DF0D1D-01E1-46B9-BB6A-954183DA7533},ADM_GIS,20220908104230,ADM_GIS,20230109075241
21805,ASOCIACIÓN CLUB UNIVERSITARIO ARTES,,,001396,3,Test Admin,3,24540,12,,963612033,{05F8E23F-03AF-46AC-B285-3F931FBCD379},ADM_GIS,20220908104230,ADM_GIS,20230109075241
21806,CENTRO DE EDUCACIÓN LABORAL EN AUTOMOCIÓN,,,003390,3,Test Admin,3,80330,2,,963492835,{F53DA05D-124F-4D55-B75E-60B99A5D2BC4},ADM_GIS,20220908104230,ADM_GIS,20230109075241
21807,CLUB DE MUJERES VALENCIANAS,,,003445,3,Test Admin,3,6060,10,,963475954,{0B65BCC5-9E67-4E2E-A122-DD45DAE375C0},ADM_GIS,20220908104230,ADM_GIS,20230109075241
21808,ALCE. ASOCIACIÓN DE EPILEPSIA DE LA COMUNIDAD VALENCIANA,,,009471 ,3,Test Admin,3,57450,3,,600315079,{7D51A667-3403-46B0-8E9D-C19B579EE499},ADM_GIS,20220908104230,ADM_GIS,20230109075241
21809,ASOCIACIÓN DE MUJERES DEL CENTRO DE SALUD SALVADOR ALLENDE,,,001455,3,Test Admin,3,20280,63,,963369250,{8C1AB0DA-8F77-4652-9ED1-811E24DAD698},ADM_GIS,20220908104230,ADM_GIS,20230109075241
21810,ASOCIACIÓN MUJER Y CULTURA DE SAN MARCELINO,,,001463,3,Test Admin,3,37140,20ac,,962061564,{8FA361EF-624F-4086-BA1F-5652068C589B},ADM_GIS,20220908104230,ADM_GIS,20230109075241
21811,DONES BENIMACLET,,,003457,3,Test Admin,3,6570,1,,963609010,{318BAA09-DBD2-44C4-9AC2-C7BC07D405F5},ADM_GIS,20220908104230,ADM_GIS,20230109075241
21812,COLECTIVO MUJERES DE NEGRO,,,003446,3,Test Admin,3,58140,10,,963917270,{5CD69710-0BE7-4BD6-AB80-58402494271B},ADM_GIS,20220908104230,ADM_GIS,20230109075241
21813,ALCE. ASOCIACIÓN DE EPILEPSIA DE LA COMUNIDAD VALENCIANA,,,009471 ,3,Test Admin,3,57450,5,,600315079,{71FB4A13-FC4D-4904-8BD1-890C6463E9AE},ADM_GIS,20220908104230,ADM_GIS,20230109075241
21814,MERCADO MUNICIPAL TORREFIEL,725916.37,4375253.96,004721,9,Test Admin,3,50100,77,No tiene,963657641,{208939E8-F314-4456-AE53-765D5A1E43DA},ADM_GIS,20220908104230,appinfociudad,20230202093638
21816,LA ALQUERÍA DE FÉLIX,,,010356,61,Mariam Moreno Micó,3,61140,S/N,,963525478,{74FE8285-92A8-4514-BD81-1DB2B5B55AF7},appinfociudad,20221129131706,appinfociudad,20230202114710
21817,GOBIERNO MILITAR DE VALENCIA,,,005783,61,Test Admin,3,23220,8,,963530901,{12C9C216-A033-49FA-92FC-278798788B7B},ADM_GIS,20220908104230,appinfociudad,20230202132308
21818,ESTANCO C. MATIAS PERELLO,726326.75117774,4371206.85086731,008613,46,Test Admin,3,0,4,49,963744820,{7F5FBA4A-DE7B-4FBB-883C-42DCA586D6BF},ADM_GIS,20220908104230,appinfociudad,20221017122326
21819,BIBLIOTECA DEPORTIVA MUNICIPAL,723605.37291773,4371837.69166454,000007,1,Test Admin,3,81319,1,No tiene,963525478,{E7B0B376-00D1-4CB2-9C93-5A700B880CA6},ADM_GIS,20220908104230,appinfociudad,20220923080912
21820,ESTANCO C. SAN VICENTE MARTIR,725306.28406578,4371812.58200048,008587,46,Test Admin,3,0,93,49,963418946,{92C4926A-46C3-4BAB-B54A-44193AD8469D},ADM_GIS,20220908104230,appinfociudad,20221004110659
21821,ESTANCO C. SAN VICENTE MARTIR,725206.98548004,4371481.27630398,008588,46,Test Admin,3,0,138,49,963411951,{5B7A593B-781D-440D-8BC7-20201E9451E0},ADM_GIS,20220908104230,appinfociudad,20221004111613
21823,QUIOSCO AV. BURJASOT,723781.34965782,4375081.93231161,008419,46,Test Admin,3,0,273,49,,{B05CB369-BC3C-4F68-A7C7-5D1C984EF9A8},ADM_GIS,20220908104230,appinfociudad,20220927102326
21824,ESTANCO C. EN GUILLEN FERRER,724737.59707535,4374293.28260055,008262,46,Test Admin,3,0,3,49,963491192,{3B2B4B1B-5DF1-40C3-973F-5EA934C86C5A},ADM_GIS,20220908104230,appinfociudad,20220927104932
21825,ESTANCO C. LLANO DE LA ZAIDIA,725278.72783085,4373672.06251965,008263,46,Test Admin,3,0,17,49,963497058,{7441050A-3FA5-4690-B4B8-AAF7DFF8D397},ADM_GIS,20220908104230,appinfociudad,20220927105422
21826,CENTRO CULTURAL LA BENEFICENCIA,725158.61,4373338.67,004190,22,Test Admin,3,20850,36,No tiene,963883565,{F0C98281-6162-44B7-B1F6-653267E62CB5},ADM_GIS,20220908104230,appinfociudad,20221122094839
21827,ESTANCO AV. MENENDEZ PIDAL,724635.30434624,4373322.87856233,008264,46,Test Admin,3,0,13,49,963175700,{6D69C261-E8C1-4819-9D43-580799DBE8FE},ADM_GIS,20220908104230,appinfociudad,20220927110308
21828,ESTANCO C. MINISTRO LUIS MAYANS,726019.38930514,4374006.01881024,008235,46,Test Admin,3,0,21,49,636330006,{F64AAB57-CFCD-41C1-8115-82B657FC7C4C},ADM_GIS,20220908104230,appinfociudad,20220927110940
21829,ESTANCO C. MINISTRO LUIS MAYANS,726117.33006582,4374341.31718454,008265,46,Test Admin,3,0,51,49,963650664,{A45CE7A7-123B-402A-B6AD-57190368E6B9},ADM_GIS,20220908104230,appinfociudad,20220927111337
21830,ESTANCO C. PADRE FERRIS,724920.77820898,4373620.15391033,008266,46,Test Admin,3,0,15,49,963274377,{EF8EDCFE-FE26-410E-BE4F-8CF12F4573E7},ADM_GIS,20220908104230,appinfociudad,20220927111819
21831,ESTANCO AV. PIO XII (NUEVO CENTRO),724354.02673672,4373312.2506042,008267,46,Test Admin,3,0,L98,49,963477619,{9E12ED50-AD5D-4790-91F8-3BC5E5D0A95F},ADM_GIS,20220908104230,appinfociudad,20220927112148
21832,ESTANCO AV. BURJASOT,724338.09980323,4374460.29746699,008537,46,Test Admin,3,0,148,49,963496815,{053F4A8D-16D3-40F0-877A-F4DE7D1AE72B},ADM_GIS,20220908104230,appinfociudad,20220927102959
21833,ESTANCO AV. CONSTITUCION,725492.17005364,4374056.27999801,008268,46,Test Admin,3,0,33,49,963484724,{C4FFD055-FDBF-4407-BF1F-C6ABAA35326A},ADM_GIS,20220908104230,appinfociudad,20220927112720
21834,ESTANCO AV. CONSTITUCION,725632.48020393,4374283.57157147,008641,46,Test Admin,3,0,96,49,963652526,{8B19AB52-521B-48EF-8F4E-8055CB6E4580},ADM_GIS,20220908104230,appinfociudad,20220927113011
21835,ESTANCO C. REINA,729849.16800301,4372685.72957964,008464,46,Test Admin,3,0,254,49,963710090,{4EF1C3EE-6B77-416F-AF3A-0E502A622512},ADM_GIS,20220908104230,appinfociudad,20220928095237
21836,ALMUDÍN,725993.62701885,4373165.54582596,000044,10,Desarrollo Admin,3,68550,1,,962084521,{8D906262-1B7E-4F49-8B24-DD54C13079F7},ADM_GIS,20220908104230,appinfociudad,20220928103949
21837,ESTANCO C. REINA,729754.68460701,4371806.13320863,008690,46,Test Admin,3,0,35,49,,{5CEF1BE2-E3DF-470C-8F45-1B620FAF7A3D},ADM_GIS,20220908104230,appinfociudad,20220928104120
21838,ESTANCO C. REINA,729812.60969672,4372243.51941975,008463,46,Test Admin,3,0,134,49,963560863,{E367CB3B-3BB8-4EC4-8EB0-5E06CBF4A057},ADM_GIS,20220908104230,appinfociudad,20220928095132
21839,QUIOSCO C. REINA DOÑA MARIA,726107.92132666,4371287.74988002,008334,46,Test Admin,3,0,13,49,,{58CB136D-83B7-4B37-89DF-5B36220E0796},ADM_GIS,20220908104230,appinfociudad,20220928110339
21840,QUIOSCO AV. AUTOPISTA DEL SALER,727713.19881273,4370500.58281628,008556,46,Test Admin,3,0,16,49,,{4022141D-32F2-470B-B2BA-AA8C97C500FA},ADM_GIS,20220908104230,appinfociudad,20221125130349
21841,QUIOSCO C. DOCTOR MARCO MERENCIANO,724995.25513643,4374536.83868946,008400,46,Test Admin,3,0,45,49,,{9BF2C483-E402-483A-90C1-76DC2ED1DDAF},ADM_GIS,20220908104230,appinfociudad,20221125132713
21842,CEMENTERIO EL GRAO,728937.35625,4370906.86666667,002836,22,Desarrollo Admin,3,60570,S/N,No tiene,963303961,{2C87499D-3B8D-4510-ADCD-B30397965534},ADM_GIS,20220908104230,appinfociudad,20221021081417
21843,CEMENTERIO CABAÑAL,729028.8185,4373118.77025,002833,22,Desarrollo Admin,3,12720,18,No tiene,963710084,{49D08843-0F56-4C6E-80EC-ACB270B441D9},ADM_GIS,20220908104230,appinfociudad,20221021082406
21844,CEMENTERIO BENIMÀMET,721603.5909647,4376359.69974699,002832,22,Desarrollo Admin,3,29820,S/N,No tiene,963632628,{10A245F6-9A96-4850-9557-4054FC937D4F},ADM_GIS,20220908104230,appinfociudad,20221021082802
21845,ASOCIACIÓN DE PERSONAS CON DÉFICIT AUDITIVO - BONAVENTURA COMUNIDAD VALENCIANA,725533.753,4373036.415,001371,3,ssociales,3,61050,5,,963925948,{C6BBB704-867E-42A5-8793-E01EACABA195},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21846,ASOCIACIÓN DE VALENCIANOS POR NICARAGUA - VALENIC,725327.737,4372168.2,001368,3,ssociales,3,62070,8,,963518545,{B1F80B38-20E7-4E03-9D5C-A25D4737BCA0},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21847,ASOCIACIÓN PARA LA INTEGRACIÓN DEL MINUSVÁLIDO - HOGAR VULL,727752.236,4371841.159,001393,3,ssociales,3,25680,79,,963614492,{575BDC39-B967-41A4-892C-0401CB49D51A},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21848,FUNDACIÓN TIERRA DE HOMBRES,726103.265,4370364.444,005373,3,ssociales,3,59610,3,,963332445,{80595139-E543-4E45-B5A9-1FE8F04BE7D7},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21849,INSTITUTO SOCIAL DEL TRABAJO - ISO,725260.17,4372605.808,005459,3,ssociales,3,58140,17,,963922662,{5B030F51-16C4-4355-A87C-4A0ACB62FE1A},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21850,JARIT ASOCIACIÓN CIVIL,725708.261,4371306.652,005379,3,ssociales,3,12390,10,,963805076,{1429EE59-721E-4FEE-B1CB-15EE7A35F509},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21851,MOTORES SIN FRONTERAS,724854.996,4369669.337,005386,3,ssociales,3,25080,45,,963782340,{3B7F61E4-B790-47F4-9E6F-B4F057EDF917},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21852,"MOVIMIENTO POR LA PAZ, EL DESARME Y LA LIBERTAD - MPDL",725485.426,4373761.124,005387,3,ssociales,3,41430,28,,963821531,{1FAEB9D0-F3AB-4362-B8A2-E92643687671},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21853,PROGRAMA DE INSERCIÓN DE TRANSEÚNTES - MAMBRÉ,725434.398,4375119.665,005449,3,ssociales,3,40110,9,,963666492,{F5C86BEA-A273-4EDA-B396-522CDDF43DDF},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21854,ASOCIACIÓN VALENCIANA DE LA FAMILIA Y FAMILIAS NUMEROSAS - AVAFAM,725500.407,4372245.359,001564,3,ssociales,3,27450,1,,963940459,{11CF5B7B-D2EB-4FD7-955D-6359E56E8568},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21855,CENTRO DE DÍA BENICALAP PARA ENFERMOS DE ALZHEIMER,724188.998,4374453.179,009755,3,ssociales,3,81756,6,,96,{7267D9FD-75A6-48EB-AA15-E82A14350538},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21856,ASOCIACIÓN PARA LA LUCHA CONTRA LAS ENFERMEDADES DEL RIÑÓN - ALCER-TURIA,724313.01,4371803.56,000472,3,ssociales,3,22500,S/N,,963850402,{8B683CEA-2263-44E4-A6C5-C8AA2B5D2107},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21857,GRUPO ESPAI. GRUPO DE ESPECALISTAS EN PSICOLOGÍA APLICADA E INVESTIGACIÓN,726042.388,4372402.745,009643,3,ssociales,3,59250,19,,963514717,{8DB38339-4533-48A8-B657-C943D8B84271},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21858,ASOCIACIÓN DE OPERADORES FAMILIARES Y SOCIALES - AOFS,725428.675,4371987.03,001377,3,ssociales,3,38100,4,,963944432,{04F800D5-2418-4AB3-8839-BA6C089CA20F},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21859,ASOCIACIÓN EMPRESARIAL DE RESIDENCIAS Y SERVICIOS SOCIALES DE LA COMUNIDAD VALENCIANA - AERTE,721325.926,4375349.787,001400,3,ssociales,3,76320,2,,963571710,{CC382114-0FE5-451E-851F-30A370918534},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21860,MOVIMIENTO SOCIAL DE INTEGRACIÓN - SIN,724400.743,4371808.927,005462,3,ssociales,3,1170,4,,963823103,{EBEE4757-A4AE-44E9-90D9-BAA7605252F4},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21861,CENTRO DE DÍA ALS MAJORS,725480.58,4374248.52,003859,3,ssociales,3,12300,S/N,,962059027,{C6CAF853-27AE-4377-9762-6C178E38BAF2},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21862,PATRONATO SUR-NORTE. UNIVERSIDAD DE VALENCIA,726797.9,4372691.051,005391,3,ssociales,3,5100,4,,963531093,{B042C15D-A4AF-4863-A657-C117EE4A69BA},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21863,RESIDENCIA FRATER,723101.623,4371814.914,006650,3,ssociales,3,73920,8,,963595586,{8EAA90E5-AD38-4157-87A2-92A029197AC4},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21864,SERVICIO DE ATENCIÓN PSICOLÓGICA A MENORES VÍCTIMAS DE ABUSOS SEXUALES,725387,4372299.08,006642,3,ssociales,3,8790,36,,963866750,{2F035115-054E-49C9-BAC9-78692D8A786E},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21865,ASOCIACIÓN VALENCIANA SÍNDROME DE PRADER-WILLI - AVSPW,728060.301,4371946.051,001367,3,u10541,3,30480,25,,961935781,{1C4E7E80-A08F-4B23-A493-DA8605AED34D},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21866,FUNDACION JUAN CIUDAD,725901.22,4374240.395,010134,3,u10541,3,43230,8,,96,{2139A043-4B7E-4E92-A032-4F81253F1575},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21867,MANOS UNIDAS - DELEGACIÓN DE VALENCIA,725865.972,4372739.454,005381,3,u10541,3,7650,14,,963919129,{38C44A5A-99B4-46F9-8C13-86850FB9A329},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21868,SENIORS ESPAÑOLES PARA LA COOPERACION TÉCNICA-SECOT,725507.629,4372293.568,006795,3,Ana Maria Pello Lopez,2,32640,3,,963152000,{FECB8FE2-C7C1-402A-8FD7-2B81717C8CB9},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21869,SERVICIO DE ATENCIÓN SOCIAL AL DETENIDO,729196.8,4365827.866,006731,3,ssociales,3,66600,14,,961927226,{BA879B3F-06BD-48AB-B357-254A9B06BB39},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21870,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES SANT MARCEL.LÍ,724623.27,4369162.24,003651,3,Ana Maria Pello Lopez,2,67020,S/N,,962082883,{C8C09326-E58B-4E53-8A6D-BDF4A446AF51},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21871,SETEM COMUNIDAD VALENCIANA,727127.323,4374010.978,006614,3,ssociales,3,74430,16,,963153505,{8B9FC7BD-AAAC-422D-87CB-D23F262DF942},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21872,INFOCIUDAD - CENTRO MUNICIPAL DE DÍA PARA PERSONAS CON DISCAPACIDAD INTELECTUAL FUENTE DE SAN LUÍS,726728.89,4370148.24,003282,3,Desarrollo Admin,3,81324,S/N,20,963333556,{DA018EAE-F700-4F66-8E15-C7B6F6A0BF57},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21873,INFOCIUDAD - ASOCIACIÓN CAYAC,724400.743,4371808.927,001382,3,Test Admin,3,1170,4,,676998016,{51B2EE5C-672D-4D81-AE68-454B8BF27038},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21874,INFOCIUDAD - SORDOS 2000 VALENCIA,728924.22048405,4371138.52976477,006945,3,Test Admin,3,37290,24,,637675561,{6DB3C83B-02C4-4450-91DF-0703D0DD2DF4},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21875,CENTRO DE DÍA PARA PERSONAS MAYORES DEPENDIENTES BON DIA,726491.68,4370777.57,009576,3,ssociales,3,62280,S/N,,963958708,{5AE81DBC-DF64-4527-A826-45984EAEA936},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21876,S.T. SERVICIOS DE TELEASISTENCIA,727326.778,4372462.209,009449,3,ssociales,3,81310,30,,963378370,{1D28C2A8-4182-481C-87E0-9021655037CB},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21877,FUDEN.FUNDACIÓN PARA EL DESARROLLO DE LA ENFERMERÍA,725020.838,4371214.833,009620,3,ssociales,3,44220,24,,963806766,{A8DFBD2B-8938-442B-8E1B-F2AD4DD32DF5},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21878,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES SAN ISIDRO,723275.42128116,4370277.81527797,003464,3,jose,3,81020,S/N,,963574205,{72C8BFBC-35FD-4E12-8413-C54065618654},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21879,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES SAN JOSE,728157.2666533,4373150.51465353,003465,3,,3,81437,8,,963621757,{E1281FC8-CD2F-4C89-BA44-61E64DADF4C2},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21880,CRUZ ROJA ESPAÑOLA,722535.064,4371209.624,003492,3,ssociales,3,81797,2,,963802244,{A446F1A7-F212-4A92-8AF8-DD91DED5A5CC},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21881,FUNDACIÓN AYUDA EN ACCIÓN,726407.23,4372600.788,009622,3,ssociales,3,21630,9,,963106121,{CE05D58C-D64D-4D64-B70A-727333F4DBC2},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21882,FUNDACIÓN ODONTOLOGIA SOLIDARIA,725185.28,4372588.459,005464,3,ssociales,3,8340,23,,963154609,{61D873CA-A934-4A1D-9FBC-65AAB605BF66},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21884,AIXEC. FUNDACIÓN PARA LA ATENCIÓN A PERSONAS CON PARÁLISIS CEREBRAL,725502.114,4373151.424,009469,3,ssociales,3,69780,1,,963912729,{2E76643D-09A5-4322-8EDE-DC299949F470},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21885,CENTRO DE DÍA ABASTOS,724717.182,4371633.166,007398,3,ssociales,3,22020,68,,963380711,{A722A018-18BF-4456-943F-84586F412278},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21886,CENTRO MUNICIPAL DE SERVICIOS SOCIALES SANT MARCEL.LÍ,724627.59210331,4369157.7826894,003264,3,admin,3,67020,S/N,20,962082865,{3EB509FF-7AF5-4BB0-9D5F-337E3C7F3C20},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21887,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES NOU BENICALAP,724700.734,4374853.063,009583,3,ssociales,3,33210,33,,962083611,{3AED9EDF-8233-4EC6-B79E-BD9A79A87F6E},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21888,CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES PATRAIX,724178.52,4371374.4,007843,3,ssociales,3,66480,S/N,,962087908,{737C4576-7737-489D-AC54-FE4937246940},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21889,AULAS DE TERCERA EDAD,726704.262,4371813.067,001438,3,ssociales,3,12600,39,,963334877,{DFC5B09E-AC4A-4D85-9377-10B8CF25D75F},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21890,CEAM DOCTOR WAKSMAN,726004.877,4370693.793,003412,3,ssociales,3,25260,20,,963732711,{6996736D-2030-400C-98F7-BC708D2CB20B},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21891,CEEM - MENTALIA PUERTO,728817.174,4371517.368,003387,3,ssociales,3,35730,5,,963301291,{4B673A67-32B4-4801-807B-FFE330A578AD},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21892,CARE VALENCIA,724906.277,4374720.268,001958,3,ssociales,3,68190,35,,963497433,{3EBE45F3-640A-4313-B7B9-18AA7A0B1CBC},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21893,CASA DE URUGUAY,724310.115,4371411.222,009559,3,ssociales,3,56160,12,,963360573,{66502FC3-5595-444E-BF5C-3BE0BD9CD1AD},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21894,DIRECCIÓN GENERAL DE INTEGRACIÓN SOCIAL DE DISCAPACITADOS,723308.67,4372414.7,003386,3,ssociales,3,17160,77,,963428500,{E19AD797-721D-492F-BB03-5FEDB02D1403},ADM_GIS,20220908104230,ADM_GIS,20230108095318
21895,AULA DE EDUCACIÓN ESPECIAL ITINERANTE  AUXILIA,729676.786,4372036.597,009538,3,ssociales,3,61620,126,,963725082,{6FDC36B8-5115-4FC5-A219-D4160EFAF776},ADM_GIS,20220908104230,ADM_GIS,20230108095318
